"Name","State","Notes","User","Tags","Created","Runtime","Sweep","eval/mIoU (Max)","eval/mIoU_ema (Max)","train/loss_all","train/loss_s","train/loss_x","train/loss_x_norm","train/mask_ratio","train/loss_x_gradient"
"pascal_base_92_FA","crashed","-","","","2025-01-28T19:13:01.000Z","83193","","80.40855827856724","80.95153326504978","0.013371308334171772","0.024708464741706848","0.002034152392297983","","0.9909566640853882",""
"pascal_large_92_noFA","crashed","-","","","2025-01-28T19:20:31.000Z","82736","","79.80880771223268","80.41137895998892","0.006555294152349234","0.01210425142198801","0.0010063366498798132","","0.8606603741645813",""
"pascal_base_92_noFA_gradient","crashed","-","","","2025-01-28T19:11:58.000Z","83296","","78.15450534205351","78.99096500103876","0.07143890857696533","0.21121910214424133","0.001933726714923978","","0.9192851781845092","0.001163888373412192"
"pascal_base_92_noFA_norm_gradient","crashed","-","","","2025-01-28T19:11:25.000Z","83312","","77.26807322031176","78.1110247661857","0.010972619988024237","0.03921228647232056","0.001384953269734979","0.002601905958727002","0.972211480140686","0.0006913352408446372"
"pascal_large_92_noFA_gradient","crashed","-","","","2025-01-28T19:13:57.000Z","83103","","74.5058107257394","74.54922280376597","0.015128035098314284","0.041859500110149384","0.0024288331624120474","","0.9519256949424744","0.0010957730701193211"
"pascal_large_92_noFA_norm","crashed","-","","","2025-01-29T18:11:25.000Z","481","","","","0.03228501230478287","0.026346243917942047","0.0674906075000763","0.0030181827023625374","0.743687093257904",""
"pascal_large_92_noFA_norm","crashed","-","","","2025-01-29T17:53:21.000Z","962","","","","0.040157295763492584","0.047613680362701416","0.06997324526309967","0.0028849542140960693","0.7871208786964417",""
"pascal_large_92_FA","crashed","-","","","2025-01-29T18:27:37.000Z","152","","","","0.20293915271759033","0.004370248410850763","0.40150806307792664","","0.3964764475822449",""
"pascal_large_92_noFA_norm","crashed","-","","","2025-01-29T18:09:37.000Z","76","","","","0.45284849405288696","0.00621685478836298","1.3493572473526","0.0029712747782468796","0.1965660005807877",""
"pascal_large_92_FA","crashed","-","","","2025-01-29T18:27:31.000Z","151","","","","0.11298374086618423","0.007295733317732811","0.2186717540025711","","0.5307308435440063",""
"pascal_large_92_FA","crashed","-","","","2025-01-29T18:27:33.000Z","151","","","","0.2190769463777542","0.003637493355199694","0.43451640009880066","","0.4508989453315735",""
"test_1","failed","-","","","2025-01-20T23:35:59.000Z","4","","","","","","","","",""
"pascal_large_92_FA","crashed","-","","","2025-01-29T18:27:37.000Z","152","","","","0.06962131708860397","0.0011415736516937611","0.13810105621814728","","0.46727192401885986",""
"pascal_large_92_FA_norm","crashed","-","","","2025-01-29T17:49:15.000Z","1803","","","","0.05199660360813141","0.13304460048675537","0.020060868933796883","0.0028843465261161327","0.7892181277275085",""
"pascal_large_92_FA","crashed","-","","","2025-01-29T18:27:42.000Z","136","","","","0.1481931358575821","0.004377942066639662","0.29200834035873413","","0.22684545814990997",""
